,Category,Name,Phone,Additional Phones,Google Maps URL,Website,Emails,Instagram,Facebook,YouTube,LinkedIn,Twitter,Business Status,Address,Total Reviews,Booking Links,Rating,Hours,Tech Domin
55,Software company,American Chase LLP,nan,"'247916004180', '3906253804609', '6640621328281', '347917999267', '4607982421875', '096006250381', '1744129842', '791600418090', '18945317851', '6253804609', '7982421875', '0621328281', '2001201200', '1030960062503', '1669966462', '7917999267', '511998046874', '0621328242', '1671997070', '8945317851', '1030960062', '199804687499', '1080960062503', '941671997070', '1998046874', '6640631328242', '791799926757', '19257817968', '12001201200', '1080960062', '4607982421', '0631328242', '1744129843', '9257817968', '167199707031', '6640621328242', '7916004180'",https://americanchase.com/contact-us/,http://www.americanchase.com/,,'https://instagram.com/americanchase_','https://www.facebook.com/americanchase/',,'https://www.linkedin.com/company/american-chase/',,Open⋅ Closes 3:30 am,"1st Floor, Winway World Offices, Plot No. B-7 Scheme No. 54, PU 4, Near Vijay Nagar Square, Vijay Nagar, Commercial, Indore, Madhya Pradesh 452010",72.0,nan,4.9,Friday6:30 pm–3:30 amSaturdayClosedSundayClosedMonday6:30 pm–3:30 amTuesday6:30 pm–3:30 amWednesday6:30 pm–3:30 amThursday6:30 pm–3:30 amSuggest new hours,Other
56,Software company,MMF Infotech Technologies Pvt Ltd,0731 496 2965,"'9785621980', '+919785621980', '7314962965', '436266556971', '+911414063575', '9887391044', '4362665569', '3476472324', '+12139853055', '1414063575', '2507805198', '8083122839', '07314038486', '07314962965', '+919887391044', '2139853055', '1155273707', '4362665569717', '7314038486', '+13476472324', '+917314038486', '11552737073'",https://www.google.com/maps/place/MMF+Infotech+Technologies+Pvt+Ltd/data=!4m7!3m6!1s0x3962fd22c80eb5f7:0xa598e486568dd8d2!8m2!3d22.7172643!4d75.8771989!16s%2Fg%2F119wpfl79!19sChIJ97UOyCL9YjkR0tiNVobkmKU?authuser=0&hl=en&rclk=1,http://www.mmfinfotech.com/,'info@mmfinfotech.com','https://www.instagram.com/mmfinfotech/',"'https://www.facebook.com/tr', 'https://www.facebook.com/mmfinfotech'",,,'https://twitter.com/mmfinfotech/',Open 24 hours,"703, 7th Floor, Fortune Ambience, near Surya Hotel, South Tukoganj, Indore, Madhya Pradesh 452001",176.0,https://www.mmfinfotech.com/get-a-quote.php,3.8,FridayOpen 24 hoursSaturdayOpen 24 hoursSundayClosedMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursSuggest new hours,Other
57,Automation company,DataPure Technologies LLP,nan,"'6560626651', '599384885035', '6560626654', '4474396840', '6560626650', '5601219121420', '6327296989', '6560626652', '65606266529', '65606266508', '6560626653', '5993848850', '5601219121', '560121912142', '65606266516'",https://www.datapure.ai/contact,http://www.datapure.co/,,"'https://www.instagram.com/datapure/', 'https://www.instagram.com/datapure/?hl=en'",'https://www.facebook.com/DataPure/',"'https://www.youtube.com/watch', 'https://www.youtube.com/watch?v=OqH30N4-WnY'",'https://www.linkedin.com/company/datapure/','https://twitter.com/codatapure',Open⋅ Closes 5 am Sat,"3rd Floor, Airen Corporate, near, Ambedkar Bridge, New Palasia, Indore, Madhya Pradesh 452001",48.0,nan,3.7,Friday9:30 am–5 amSaturdayClosedSundayClosedMonday9:30 am–5 amTuesday9:30 am–5 amWednesday9:30 am–5 amThursday9:30 am–5 amSuggest new hours,Data Analytics
58,Software company,Softude Infotech Pvt. Ltd.,093038 00613,"'+19703163846', '+19179081899', '13346679469', '5543950981', '3027408239', '6334416305', '1179905926', '651933935417', '+919303800613', '554395098191', '97793215594', '3445906629', '334667946972', '6544972649', '17252855601', '6334416334', '2017065414', '+17252855601', '6334416534', '6334416389', '9173149725', '1917908189', '1725285560', '5543950981916', '7313275190', '+917314972583', '1970316384', '633441653418', '6519339354', '201706541439', '2017065414391', '34459066294', '5051303779', '633441633418', '3346679469', '63344163899', '9179081899', '7252855601', '9303800613', '6334416534188', '9703163846', '6334416334188', '8995143760', '654497264925', '9193038006', '9779321559', '7314972583', '73132751906'",https://www.google.com/maps/place/Softude+Infotech+Pvt.+Ltd./data=!4m7!3m6!1s0x3962fd539a99e26d:0x58058ec7f07ab479!8m2!3d22.7638708!4d75.8988577!16s%2Fg%2F1hm2f6rzd!19sChIJbeKZmlP9YjkRebR68MeOBVg?authuser=0&hl=en&rclk=1,https://www.softude.com/,'info@softude.com','https://www.instagram.com/softude_/','https://www.facebook.com/softude',"'https://www.youtube.com/channel/UCUZJhWADBfxxdTuKzoKuuDw', 'https://www.youtube.com/watch', 'https://www.youtube.com/watch?v=vv4XpVNSL0Q'",'https://www.linkedin.com/company/softude/','https://twitter.com/Softude_',Closed⋅ Opens 10 am Mon,"14th Floor, Skye Corporate Park, 105, AB Rd, opp. Shalimar Township, Sector B, Slice 5, Aranya Nagar, Shalimar Township, Indore, Madhya Pradesh 452010",162.0,nan,4.4,Friday10 am–7 pmSaturdayClosedSundayClosedMonday10 am–7 pmTuesday10 am–7 pmWednesday10 am–7 pmThursday10 am–7 pmSuggest new hours,Other
59,Software company,C9LAB,062620 16363,"'6262361619', '95493269825', '206262016363', '1742447810', '1800356893', '+916262016363', '1742447837', '6262016363', '11401663076', '2062620163', '1738243891', '1744107704', '+916262361619', '1744107703', '173824389102', '1140166307', '9549326982', '1736496950', '1744107705', '1744107706', '18003568933', '1744107691', '1738243891029'",https://www.google.com/maps/place/C9LAB/data=!4m7!3m6!1s0x3962fd127b297ed7:0xb5ef3b17dd1b11be!8m2!3d22.6867315!4d75.8714469!16s%2Fg%2F11vc7ghh7f!19sChIJ134pexL9YjkRvhEb3Rc777U?authuser=0&hl=en&rclk=1,https://www.c9lab.com/,"'ping@c9lab.com', 'Mailtoping@c9lab.com', '%20ping@c9lab.com'",'https://www.instagram.com/c9lab_official/',,,"'https://www.linkedin.com/company/c9lab/', 'https://www.linkedin.com/company/c9lab/%20'",,Open⋅ Closes 9 pm,"305, Atulya IT Park, Khandwa Rd, Indrapuri Colony, Bhanwar Kuwa, Indore, Madhya Pradesh 452014",19.0,nan,4.5,Friday8 am–9 pmSaturdayClosedSundayClosedMonday8 am–9 pmTuesday8 am–9 pmWednesday8 am–9 pmThursday8 am–9 pmSuggest new hours,Other
60,Software company,C9LAB,062620 16363,"'6262361619', '95493269825', '206262016363', '1742447810', '1800356893', '+916262016363', '1742447837', '6262016363', '11401663076', '2062620163', '1738243891', '1744107704', '+916262361619', '1744107703', '173824389102', '1140166307', '9549326982', '1736496950', '1744107705', '1744107706', '18003568933', '1744107691', '1738243891029'",https://www.google.com/maps/place/C9LAB/data=!4m7!3m6!1s0x3962fd127b297ed7:0xb5ef3b17dd1b11be!8m2!3d22.6867315!4d75.8714469!16s%2Fg%2F11vc7ghh7f!19sChIJ134pexL9YjkRvhEb3Rc777U?authuser=0&hl=en&rclk=1,https://www.c9lab.com/,"'ping@c9lab.com', 'Mailtoping@c9lab.com', '%20ping@c9lab.com'",'https://www.instagram.com/c9lab_official/',,,"'https://www.linkedin.com/company/c9lab/', 'https://www.linkedin.com/company/c9lab/%20'",,Open⋅ Closes 9 pm,"305, Atulya IT Park, Khandwa Rd, Indrapuri Colony, Bhanwar Kuwa, Indore, Madhya Pradesh 452014",19.0,nan,4.5,Friday8 am–9 pmSaturdayClosedSundayClosedMonday8 am–9 pmTuesday8 am–9 pmWednesday8 am–9 pmThursday8 am–9 pmSuggest new hours,Other
61,Software company,Systango,0731 297 1030,"'1253547777', '+441253547777'",https://www.google.com/maps/place/Systango/data=!4m7!3m6!1s0x3962fcce471be92d:0xd56d849f777985e6!8m2!3d22.6854882!4d75.872337!16s%2Fg%2F1hdyys_jr!19sChIJLekbR878YjkR5oV5d5-EbdU?authuser=0&hl=en&rclk=1,https://www.systango.com/,'hello@systango.com','https://www.instagram.com/systango/','https://www.facebook.com/Systango/',"'https://www.youtube.com/watch', 'https://www.youtube.com/watch?v=76lUsMyBZCw'","'https://www.linkedin.com/company/systango/', 'https://www.linkedin.com/company/systango/?originalSubdomain=in'",'https://twitter.com/Systango',Open⋅ Closes 11 pm,"Crystal IT Park, Building 1, 3rd Floor, Ring Rd, Indore, Madhya Pradesh 452001",121.0,https://www.systango.com/contact,4.4,Friday9 am–11 pmSaturdayClosedSundayClosedMonday9 am–11 pmTuesday9 am–11 pmWednesday9 am–11 pmThursday9 am–11 pmSuggest new hours,Other
62,Software company,Linkites,0731 297 0111,"'19282651667', '96440878761', '1401429756848', '140142975684', '1928265166', '1646832250', '07312970111', '145516817503', '7312970111', '1401429756', '1455168175039', '+16468322508', '6468322508', '9644087876', '1455168175', '0731297011'",https://www.google.com/maps/place/Linkites/data=!4m7!3m6!1s0x3962fcde4f037b4b:0xe0dbe29024a9a422!8m2!3d22.6857711!4d75.8723117!16s%2Fg%2F11b8z2mdcl!19sChIJS3sDT978YjkRIqSpJJDi2-A?authuser=0&hl=en&rclk=1,http://www.linkites.com/,"'sales@linkites.com', 'Info@linkites.com'","'https://www.instagram.com/linkitesinfotech/', 'https://www.instagram.com/linkites_in/'",'https://www.facebook.com/pages/',,"'https://www.linkedin.com/company/linkites-infotech-pvt-ltd', 'https://www.linkedin.com/company/linkites-infotech-pvt-ltd?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A6599630%2Cidx%3A3-2-4%2CtarId%3A1455168175039%2Ctas%3Alinkites'",'https://twitter.com/linkites_T',Closed⋅ Opens 10 am Mon,"6th Floor, Building No 1, Right Side, Crystal IT Park, Indore, Madhya Pradesh 452001",122.0,nan,4.3,Friday10 am–7 pmSaturdayClosedSundayClosedMonday10 am–7 pmTuesday10 am–7 pmWednesday10 am–7 pmThursday10 am–7 pmSuggest new hours,Other
63,Software company,Bettoblock,nan,"'1710076906', '+15155067518', '1740138693', '1743148655', '0221710076', '5155067518', '1740141574', '1740138695', '1740138694', '1740138692', '20221710076'",https://www.google.com/maps/place/Bettoblock/data=!4m7!3m6!1s0x3962fd33af90741d:0x7327d6bd9c224bda!8m2!3d22.7216208!4d75.8789106!16s%2Fg%2F11w4fyj35y!19sChIJHXSQrzP9YjkR2ksinL3WJ3M?authuser=0&hl=en&rclk=1,https://bettoblock.com/,"'Price-savvy-Development@2x-1.webp', 'inquiry@bettoblock.com', 'yourname@example.com'",'https://www.instagram.com/bettoblockofficial/','https://www.facebook.com/Bettoblock.1','https://www.youtube.com/embed/','https://www.linkedin.com/company/betto-block/','https://twitter.com/betto_block',Closes soon⋅ 8 pm ⋅ Opens 11 am Sat,"Bettoblock Pvt. Ltd United spaces 10/C, Mahatma Gandhi Road, Mall, Near Treasure Island, New Palasia, Indore, Madhya Pradesh 452001",10.0,nan,4.9,Friday11 am–8 pmSaturday11 am–8 pmSundayClosedMonday10 am–8 pmTuesday11 am–8 pmWednesday11 am–8 pmThursday11 am–8 pmSuggest new hours,Other
64,Automation company,DataPure Technologies LLP,nan,"'6560626651', '599384885035', '6560626654', '4474396840', '6560626650', '5601219121420', '6327296989', '6560626652', '65606266529', '65606266508', '6560626653', '5993848850', '5601219121', '560121912142', '65606266516'",https://www.datapure.ai/contact,http://www.datapure.co/,,"'https://www.instagram.com/datapure/', 'https://www.instagram.com/datapure/?hl=en'",'https://www.facebook.com/DataPure/',"'https://www.youtube.com/watch', 'https://www.youtube.com/watch?v=OqH30N4-WnY'",'https://www.linkedin.com/company/datapure/','https://twitter.com/codatapure',Open⋅ Closes 5 am Sat,"3rd Floor, Airen Corporate, near, Ambedkar Bridge, New Palasia, Indore, Madhya Pradesh 452001",48.0,nan,3.7,Friday9:30 am–5 amSaturdayClosedSundayClosedMonday9:30 am–5 amTuesday9:30 am–5 amWednesday9:30 am–5 amThursday9:30 am–5 amSuggest new hours,Data Analytics
65,Software company,Hiteshi - Best IT Services | Top Web & Mobile App Development Company,0731 297 1133,"'333333333333', '5000000000000', '+916269090901', '916269090901', '5000000000', '285714285714', '000000000000', '142857142857', '2993985927', '4333333333', '918085969182', '308484812738', '692307692307', '8484812738', '1000000000', '9180859691', '9162690909', '66666666666', '1000000000000', '1900504354', '6666666666', '666666666666', '9238145158', '6923076923', '+919238145158', '4333333333333', '2857142857', '1111111111', '6269090901', '111111111111', '76923076923'",https://www.google.com/maps/place/Hiteshi+-+Best+IT+Services+%7C+Top+Web+%26+Mobile+App+Development+Company/data=!4m7!3m6!1s0x3962fd4a61ffaf05:0xc08ff92a0d89d11d!8m2!3d22.685652!4d75.872211!16s%2Fg%2F11b5zvgrqh!19sChIJBa__YUr9YjkRHdGJDSr5j8A?authuser=0&hl=en&rclk=1,https://www.hiteshi.com/,"'jobs@hiteshi.com', 'pre.sales@hiteshi.com'","'https://www.instagram.com/hiteshiinfotech/', 'https://www.instagram.com/hiteshiinfotech/?hl=en'",'https://www.facebook.com/Hiteshi11/',,"'https://www.linkedin.com/company/hiteshi/', 'https://www.linkedin.com/company/hiteshi/?originalSubdomain=in'",,Closed⋅ Opens 9:30 am Mon,"8th Floor Crystal IT Park, Madhya Pradesh 452001",118.0,nan,3.8,Friday9:30 am–7 pmSaturdayClosedSundayClosedMonday9:30 am–7 pmTuesday9:30 am–7 pmWednesday9:30 am–7 pmThursday9:30 am–7 pmSuggest new hours,Other
66,Software company,MMF Infotech Technologies Pvt Ltd,0731 496 2965,"'9785621980', '+919785621980', '7314962965', '436266556971', '+911414063575', '9887391044', '4362665569', '3476472324', '+12139853055', '1414063575', '2507805198', '8083122839', '07314038486', '07314962965', '+919887391044', '2139853055', '1155273707', '4362665569717', '7314038486', '+13476472324', '+917314038486', '11552737073'",https://www.google.com/maps/place/MMF+Infotech+Technologies+Pvt+Ltd/data=!4m7!3m6!1s0x3962fd22c80eb5f7:0xa598e486568dd8d2!8m2!3d22.7172643!4d75.8771989!16s%2Fg%2F119wpfl79!19sChIJ97UOyCL9YjkR0tiNVobkmKU?authuser=0&hl=en&rclk=1,http://www.mmfinfotech.com/,'info@mmfinfotech.com','https://www.instagram.com/mmfinfotech/',"'https://www.facebook.com/tr', 'https://www.facebook.com/mmfinfotech'",,,'https://twitter.com/mmfinfotech/',Open 24 hours,"703, 7th Floor, Fortune Ambience, near Surya Hotel, South Tukoganj, Indore, Madhya Pradesh 452001",176.0,https://www.mmfinfotech.com/get-a-quote.php,3.8,FridayOpen 24 hoursSaturdayOpen 24 hoursSundayClosedMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursSuggest new hours,Other
67,Software company,Codenscious,089894 52663,,https://www.google.com/maps/place/Codenscious/data=!4m7!3m6!1s0x39631de778e8df6d:0x70d53d23d4a5c432!8m2!3d22.7597866!4d75.9111901!16s%2Fg%2F11h128b7j_!19sChIJbd_oeOcdYzkRMsSl1CM91XA?authuser=0&hl=en&rclk=1,nan,,,,,,,nan,"507, MR-5, Mahalaxmi Nagar, Indore, Madhya Pradesh 452001",10.0,nan,4.4,nan,Other
68,Corporate office,Atulya IT Park,077710 77700,,https://www.google.com/maps/place/Atulya+IT+Park/data=!4m7!3m6!1s0x3962fde8566a3b65:0x5ce04a9c3b185ded!8m2!3d22.6867703!4d75.8714587!16s%2Fg%2F11gmx791y3!19sChIJZTtqVuj9YjkR7V0YO5xK4Fw?authuser=0&hl=en&rclk=1,nan,,,,,,,nan,"Indrapuri Colony, Bhanwar Kuwa, Indore, Madhya Pradesh 452014",191.0,nan,4.3,nan,Other
69,Software company,ThinkDebug Indore,090980 02268,"'1583248045', '9190980022', '+98125456456', '9098002268', '1744347074', '+919098002268', '9812545645'",https://www.google.com/maps/place/ThinkDebug+Indore/data=!4m7!3m6!1s0x3962fd19c553ee35:0x764cedb2503060d6!8m2!3d22.7026563!4d75.870687!16s%2Fg%2F1pwfxs7y9!19sChIJNe5TxRn9YjkR1mAwULLtTHY?authuser=0&hl=en&rclk=1,https://thinkdebug.com/,"'support@ito.com', 'info@thinkdebug.com'","'https://www.instagram.com/think_debug', 'https://www.instagram.com/think_debug?igsh=NmR3djY3eXVjYTc4'","'https://www.facebook.com/ThinkDebugInc/', 'https://www.facebook.com/ThinkDebugInc'",,'https://www.linkedin.com/company/thinkdebug',,Open 24 hours,"301,302, Shanti Corporate 116, near Lotus, Snehnagar, Indore, Madhya Pradesh 452001",63.0,nan,4.9,FridayOpen 24 hoursSaturdayOpen 24 hoursSundayClosedMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursSuggest new hours,Other
70,Software company,Varlyq Technologies,093405 31409,"'708838650090', '7088386500'",https://www.varlyq.com/contact,https://varlyq.com/,,,,,,,Closes soon⋅ 8 pm ⋅ Opens 10 am Sat,"4/A, near Gopur Square, Gopur Square, Surya Dev Nagar, Indore, Madhya Pradesh 452009",28.0,nan,5.0,Friday10 am–8 pmSaturday10 am–6 pmSundayClosedMonday10 am–8 pmTuesday10 am–8 pmWednesday10 am–8 pmThursday10 am–8 pmSuggest new hours,Other
71,Information services,Signimus Technologies Private Limited - Web Development Company in Indore,077730 79856,"'8839486844', '8491811746', '1689158395', '8491811746107', '+918225998112', '849181174610', '3471093196244', '918225998112', '1093196244', '1114020277', '6244835028', '1689158350', '08839486844', '502534758900', '111402027703', '624483502891', '1742236910', '5025347589', '9188394868', '1689158373800', '1739204646', '8225998112', '168915837380', '1744375542', '1742236938', '1739204645', '1689158373', '1999999999', '1738218427', '+917773079856', '1689158350294', '4739730349', '1518352506', '1689158395130', '+918839486844', '168915835029', '1114020277030', '8350289108', '1742236928', '232148804577', '6244835028910', '9182259981', '83502891084', '5025347589008', '1739205011', '1743704847', '168915839513', '9177730798', '2148804577', '0883948684'",https://www.google.com/maps/place/Signimus+Technologies+Private+Limited+-+Web+Development+Company+in+Indore/data=!4m7!3m6!1s0x39630380de8853b7:0x75d8f9caa23a7d46!8m2!3d22.7464222!4d75.8971479!16s%2Fg%2F11s3b20cgp!19sChIJt1OI3oADYzkRRn06osr52HU?authuser=0&hl=en&rclk=1,https://signimus.com/,"'support@signimus.com', 'hr@signimus.com', 'sales@signimus.com'",'https://www.instagram.com/signimus/',"'https://www.facebook.com/signimustech', 'https://www.facebook.com/signimustech/', 'https://www.facebook.com/tr'",,"'https://www.linkedin.com/company/signi-mus', 'https://www.linkedin.com/authwall', 'https://www.linkedin.com/company/signi-mus/', 'https://www.linkedin.com/authwall?trk=bf&trkInfo=AQFz4Thv-qnecQAAAYlKX2DAB6-3-evH0MvghRuPZI1_22HoRYwASJZogGgdWxGPFs9pbui-UM8V0x8wLQUm5ciOi2rxe0AGH9ncM5zvfCFf6VuIkk7RFH7KDhMJKmg0IQ9uAzg=&original_referer=&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fsigni-mus%2F'",,Closes soon⋅ 8 pm ⋅ Opens 10 am Sat,"Signimus Technologies Pvt Ltd 23, PU4, Scheme 54 PU4, Indore, Madhya Pradesh 452011, in front of NRK Bizpark Building, Indore, Madhya Pradesh 452001",28.0,https://calendly.com/pmdvs/30min,4.9,Friday10 am–8 pmSaturday10 am–8 pmSundayClosedMonday10 am–8 pmTuesday10 am–8 pmWednesday10 am–8 pmThursday10 am–8 pmSuggest new hours,Other
72,Software company,Sledding Technologies Pvt. Ltd.,098061 79963,"'1714391411', '1742884407', '1742884409', '1742885413', '171439141164', '1742884411', '1800356893', '1742884403', '1742884405', '1742884406', '1375143131', '1156457427', '1742884410', '8839981343', '2147483648', '1385683178', '1713635657', '1581091878591', '1564574272048', '1742885414', '1732896252048', '1714391411645', '1581091878', '2896252048', '158109187859', '+918839981343', '3751431312048', '1429906360', '18003568933', '4299063602048'",https://www.google.com/maps/place/Sledding+Technologies+Pvt.+Ltd./data=!4m7!3m6!1s0x3962fd859477e6d7:0x4e422b546585a8ce!8m2!3d22.7555613!4d75.8880636!16s%2Fg%2F11r8_w64q4!19sChIJ1-Z3lIX9YjkRzqiFZVQrQk4?authuser=0&hl=en&rclk=1,http://www.sleddingtech.com/,"'suport@sleddingtech.com', 'office@tecnologia.com'",'https://www.instagram.com/sledding.technologies/','https://www.facebook.com/sleddingtech','https://www.youtube.com/sleddingtech',,'https://twitter.com/sleddingtech',Open 24 hours,"367, Scheme 54 Rd, PU4, Scheme No 54, Indore, Madhya Pradesh 452011",58.0,nan,4.9,FridayOpen 24 hoursSaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursSuggest new hours,Other
73,Software company,Saxon Global Indore Branch,nan,"'1741164394', '1741164595'",https://saxonglobal.com/Contact/,https://saxonglobal.com/,,,,,'https://www.linkedin.com/company/saxonglobalinc/',,Opens soon⋅ 7:30 pm,"401, VISHAL ASTRA, PLOT NO. 12A/A, Scheme No 74, Scheme No 54, Indore, Madhya Pradesh 452010",10.0,nan,5.0,Friday7:30 pm–4:30 amSaturdayClosedSundayClosedMonday7:30 pm–4:30 amTuesday7:30 pm–4:30 amWednesday7:30 pm–4:30 amThursday7:30 pm–4:30 amSuggest new hours,Other
74,Software company,Vista IT Solutions Pvt. Ltd.,0731 498 5378,"'195686783799', '+917314985378', '2036511072', '1956867837', '1956867837993', '9173149853'",https://www.google.com/maps/place/Vista+IT+Solutions+Pvt.+Ltd./data=!4m7!3m6!1s0x3963029cbe7dad9d:0x2702a5ef1ada853d!8m2!3d22.7532702!4d75.8653544!16s%2Fg%2F11hc_81xyc!19sChIJna19vpwCYzkRPYXaGu-lAic?authuser=0&hl=en&rclk=1,http://www.vitspl.com/,"'info@vitspl.com', 'jobs@vitspl.com'",,"'https://www.facebook.com/Vista', 'https://www.facebook.com/Vista-IT-Solutions-Pvt-Ltd-195686783799363/'",,"'https://www.linkedin.com/company/vitsindia/', 'https://www.linkedin.com/company/vitspl'","'https://twitter.com/vitsindia', 'https://twitter.com/vitsindia?lang=en'",Open⋅ Closes 9:30 pm,"142-A, New IT Park building, Electronic Complex, Pardesipura, Indore, Madhya Pradesh 452010",83.0,nan,4.1,Friday11:30 am–9:30 pmSaturday11:30 am–9:30 pmSundayClosedMonday11:30 am–9:30 pmTuesday11:30 am–9:30 pmWednesday11:30 am–9:30 pmThursday11:30 am–9:30 pmSuggest new hours,Other
75,Software company,Saarthak AI,093026 84024,"'1739338313', '1111111111', '1739303612', '+919584350915', '9584350915'",https://www.google.com/maps/place/Saarthak+AI/data=!4m7!3m6!1s0x3962fdb1d0eb83df:0xb8aadd6ccfb07a0b!8m2!3d21.0680074!4d82.7525294!16s%2Fg%2F11wxjtq347!19sChIJ34Pr0LH9YjkRC3qwz2zdqrg?authuser=0&hl=en&rclk=1,http://saarthakai.in/,"'Example@gmail.com', 'info@saarthakai.in'",,,,,,nan,nan,0.0,nan,nan,nan,AI/ML
76,Software company,Eyecan,082258 35554,"'5254604559454', '650980392156', '647058823529', '4470588235', '1683976868', '7803921568', '9882352941', '988235294117', '525460455945', '02549019607', '166678237066', '8225835554', '2053555050', '498039215686', '419607843137', '2549019607', '6470588235', '549019607843', '847058823529', '02784313725', '1666782370664', '1683976867', '662745098039', '04980392156', '04470588235', '5921568627', '949019607843', '3529411764', '592156862745', '06509803921', '2784313725', '0980392156', '918225835554', '447058823529', '04196078431', '05921568627', '2350565353', '5490196078', '4980392156', '23505653534', '098039215686', '6627450980', '05490196078', '4705882352', '9490196078', '03529411764', '04705882352', '403921568627', '20535550504', '04039215686', '717647058823', '780392156862', '470588235294', '08470588235', '09882352941', '254901960784', '7176470588', '06470588235', '06627450980', '07803921568', '1683977351', '00980392156', '4196078431', '4039215686', '07176470588', '352941176470', '5254604559', '8470588235', '278431372549', '6509803921', '09490196078', '+918225835554', '9182258355', '1666782370'",https://eyecan.in/,https://eyecan.in/,,'https://www.instagram.com/eyecanofficial/','https://www.facebook.com/eyecanofficial','https://www.youtube.com/channel/UCCXG36rCxTy__r4d6cGGllQ','https://www.linkedin.com/company/eyecan/','https://twitter.com/eyecanofficial',Open 24 hours,"Shrinath Towers, C - 502, MOG Lines, Scheme 71, Indore, Madhya Pradesh 452009",1.0,nan,5.0,FridayOpen 24 hoursSaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursSuggest new hours,Other
77,Software company,Recooty,nan,"'1000008307', '100000830715', '1000008307153'",https://recooty.com/,https://recooty.com/,,'https://www.instagram.com/recooty/','https://www.facebook.com/RecootyApp/',"'https://www.youtube.com/embed/', 'https://www.youtube.com/c/', 'https://www.youtube.com/watch', 'https://www.youtube.com/watch?v=UZf51w4OTwg', 'https://www.youtube.com/watch?v=9Vp-guEZBQI', 'https://www.youtube.com/watch?v=FqVlGSL3FPk', 'https://www.youtube.com/c/Recooty'","'https://www.linkedin.com/in/mamrecruiting/', 'https://www.linkedin.com/company/recooty/', 'https://www.linkedin.com/in/juliopcepeda/'",'https://twitter.com/recooty',Open 24 hours,"703, Skye Corporate Park, AB Rd, Vijay Nagar, Indore, Madhya Pradesh 452010",152.0,https://recooty.com/,5.0,FridayOpen 24 hoursSaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursSuggest new hours,Other
78,Software company,Softinator,088271 11112,"'153856469448', '1711704317393', '152000808436', '1706266083', '1706515717128', '1539689373', '151990199881', '1711978966878', '1711628098464', '1031368423088', '1711629072', '171170236829', '999999999999', '171197898513', '1711702450', '756817899999', '171171602088', '1711625343522', '1711702450237', '9999999999', '1711700495', '171274964659', '171170582403', '1519901998', '1706515717', '1711978985136', '171318000073', '153968937395', '1711627759258', '1713180000', '1711713821046', '+917869661171', '170651311286', '1711625336375', '1711625343', '1711625336', '1711623240', '1705129713499', '1711701546', '7568178999', '1706513112', '1711702283', '759015761000', '1520008084366', '1712749646591', '1706513112864', '1711704317', '1711627383', '9188271111', '1678634640', '1711716020881', '1519998301', '1519902023298', '1711701444', '1711695327', '171169532750', '1708072116', '171170431739', '+917869661172', '5508615363', '1711702368', '1711702368295', '171162775925', '1538378820', '151999824119', '1711701444594', '1711702283245', '1711978985', '2750505185', '1711978966', '1711627383949', '1538564694489', '171170049594', '1712582414', '1122750505185', '1711713821', '918827111112', '171171382104', '1539246934', '901576100000', '1519998241198', '1539689373953', '171162809846', '7869661172', '1735141865', '1519998301377', '1031368423', '1520008084', '1705129713', '171170144459', '1711628098', '1212831708', '151999830137', '1132797952', '151990202329', '171163106289', '1538564694', '171197896687', '0885561133', '1711716020', '9015761000', '170626608336', '170651571712', '170512971349', '171162534352', '171162738394', '171170245023', '153924693456', '1711700495942', '7869661171', '227568178999', '1711623240816', '1519902023', '1711695327508', '1539246934569', '1713180000733', '1711631062', '1708072116267', '9999999999999', '1711705824', '1711705824032', '171170154652', '1711629072317', '171170228324', '1122750505', '1712582414519', '171162907231', '103136842308', '171162324081', '1711701546529', '1711627759', '1519901998811', '1712749646', '171258241451', '170807211626', '1706266083367', '1519998241', '171162533637', '1711631062893'",https://softinator.com/,https://softinator.com/,,'https://www.instagram.com/softinator_techlabs/','https://www.facebook.com/softinatorinc/',"'https://www.youtube.com/channel/UCf_1n0wb5sJ4wEBuKc-zqBQ', 'https://www.youtube.com/watch', 'https://www.youtube.com/watch?v=aLTL-i_BjLY'",,"'https://twitter.com/softinator', 'https://twitter.com/Softinator', 'https://twitter.com/softinator?lang=en'",nan,"3130, Sudama Nagar Main Rd, Gopur Square, Sector E, Sudama Nagar, Indore, Madhya Pradesh 452009",4.0,nan,5.0,nan,Other
